Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
23,46,42,Black,Sugarcane,37,91,35,14-35-14
27,68,10,Clay,Groundnut,49,6,23,10-26-26
22,41,60,Clay,Wheat,32,41,96,14-35-14
29,45,68,Clay,Cotton,89,69,64,20-20
33,60,59,Loamy,Pulses,35,6,62,10-26-26
21,34,45,Red,Groundnut,12,28,29,DAP
28,59,54,Loamy,Pulses,19,26,67,DAP
25,66,68,Black,Sugarcane,12,72,88,DAP
22,62,13,Black,Cotton,94,55,1,28-28
37,57,63,Clay,Cotton,52,1,59,10-26-26
29,34,15,Clay,Rice,11,24,22,Urea
37,48,30,Clay,Sugarcane,38,34,3,28-28
31,37,12,Black,Maize,20,44,34,20-20
23,38,50,Red,Cotton,100,19,77,14-35-14
32,32,45,Loamy,Sugarcane,2,85,20,DAP
21,61,36,Sandy,Sugarcane,94,23,7,28-28
22,30,40,Clay,Pulses,91,46,24,14-35-14
28,61,50,Black,Groundnut,97,34,44,14-35-14
24,39,19,Red,Groundnut,42,2,71,10-26-26
22,62,36,Clay,Wheat,38,8,58,DAP
21,63,67,Red,Cotton,91,69,85,14-35-14
25,50,48,Sandy,Rice,73,38,43,17-17-17
38,74,70,Sandy,Sugarcane,37,17,90,17-17-17
26,53,12,Sandy,Rice,67,68,26,14-35-14
23,36,35,Loamy,Groundnut,3,86,46,DAP
38,66,36,Red,Maize,52,100,14,20-20
30,79,60,Red,Cotton,52,42,81,14-35-14
37,32,48,Loamy,Sugarcane,80,88,45,14-35-14
24,36,59,Red,Sugarcane,10,9,99,DAP
25,36,58,Sandy,Rice,36,27,60,20-20
26,56,31,Loamy,Rice,40,45,7,28-28
29,64,18,Loamy,Rice,6,62,100,Urea
32,40,65,Loamy,Maize,81,75,18,14-35-14
37,37,18,Black,Maize,1,94,59,Urea
37,44,46,Clay,Cotton,96,38,69,20-20
37,34,67,Clay,Pulses,36,16,73,14-35-14
32,63,32,Red,Rice,31,96,16,17-17-17
25,45,54,Sandy,Rice,11,12,47,Urea
40,69,47,Loamy,Cotton,39,19,18,20-20
30,53,52,Black,Wheat,23,62,8,28-28
34,71,20,Black,Pulses,15,1,76,DAP
29,38,42,Sandy,Sugarcane,94,6,95,10-26-26
37,42,36,Clay,Groundnut,7,38,71,DAP
23,80,59,Sandy,Groundnut,20,91,47,17-17-17
25,41,59,Red,Sugarcane,50,39,31,20-20
34,30,66,Red,Cotton,50,78,18,17-17-17
25,49,36,Loamy,Cotton,32,8,97,10-26-26
23,61,38,Loamy,Wheat,74,89,7,28-28
30,42,24,Clay,Maize,72,64,17,14-35-14
20,77,63,Black,Sugarcane,42,51,41,17-17-17
39,59,62,Red,Rice,46,35,81,14-35-14
40,56,46,Sandy,Wheat,13,12,43,Urea
23,35,29,Sandy,Wheat,73,35,92,20-20
24,79,64,Sandy,Rice,22,5,72,DAP
31,63,21,Black,Rice,54,32,93,14-35-14
30,47,24,Clay,Groundnut,23,24,84,14-35-14
28,75,17,Sandy,Groundnut,64,18,23,20-20
36,48,69,Loamy,Wheat,69,53,55,14-35-14
28,52,35,Black,Maize,19,86,11,Urea
22,45,52,Black,Pulses,8,51,36,DAP
33,65,24,Sandy,Maize,5,87,1,Urea
21,42,26,Sandy,Wheat,5,99,48,Urea
20,38,11,Red,Pulses,85,51,41,14-35-14
37,73,38,Clay,Maize,81,52,23,14-35-14
34,73,30,Clay,Maize,8,68,58,Urea
26,52,67,Sandy,Sugarcane,58,59,41,20-20
37,39,45,Sandy,Sugarcane,59,100,70,20-20
29,60,10,Clay,Pulses,21,35,81,17-17-17
27,48,33,Clay,Cotton,30,63,41,14-35-14
32,53,18,Sandy,Wheat,25,15,11,20-20
28,48,46,Red,Maize,2,60,56,Urea
39,36,20,Clay,Wheat,78,77,21,17-17-17
24,54,20,Loamy,Sugarcane,26,19,85,20-20
31,70,11,Sandy,Cotton,36,92,23,14-35-14
40,78,62,Loamy,Rice,90,61,37,14-35-14
23,32,46,Loamy,Rice,81,44,84,20-20
25,35,35,Clay,Sugarcane,97,3,14,10-26-26
36,64,47,Sandy,Cotton,94,48,31,17-17-17
39,65,51,Black,Sugarcane,33,3,0,10-26-26
34,50,65,Black,Pulses,91,71,11,14-35-14
34,40,45,Loamy,Groundnut,3,37,36,DAP
32,62,59,Clay,Pulses,8,71,84,DAP
26,75,29,Red,Wheat,75,16,6,28-28
21,48,27,Black,Rice,24,52,86,14-35-14
38,68,44,Loamy,Wheat,84,89,43,17-17-17
39,52,20,Clay,Wheat,92,62,56,14-35-14
28,46,60,Loamy,Sugarcane,11,68,97,DAP
22,71,44,Sandy,Rice,30,88,98,14-35-14
25,35,42,Black,Wheat,9,7,70,Urea
29,47,23,Black,Rice,59,6,69,DAP
40,41,23,Clay,Groundnut,5,54,68,DAP
21,72,17,Sandy,Maize,73,17,66,17-17-17
22,41,20,Clay,Groundnut,19,78,97,DAP
39,65,17,Clay,Groundnut,37,29,39,20-20
28,73,20,Clay,Cotton,75,12,36,10-26-26
40,43,64,Sandy,Rice,73,4,38,DAP
24,34,19,Clay,Rice,59,72,84,14-35-14
22,30,42,Sandy,Pulses,40,42,1,28-28
34,31,17,Red,Maize,87,55,51,20-20
24,56,69,Black,Cotton,15,65,12,DAP
28,49,69,Loamy,Cotton,49,82,17,14-35-14
34,64,43,Black,Wheat,51,46,78,20-20
22,36,49,Red,Rice,73,25,79,17-17-17
25,68,39,Red,Rice,59,41,10,20-20
32,73,37,Red,Groundnut,29,93,56,20-20
33,78,37,Sandy,Maize,49,18,97,20-20
38,68,53,Loamy,Wheat,98,7,76,DAP
36,38,56,Black,Sugarcane,40,83,77,14-35-14
31,56,10,Clay,Groundnut,81,64,55,17-17-17
30,53,35,Clay,Maize,48,50,90,14-35-14
39,62,18,Red,Maize,74,4,66,10-26-26
22,43,16,Clay,Rice,72,19,13,20-20
37,46,25,Red,Maize,47,69,74,14-35-14
38,32,44,Loamy,Rice,12,5,91,Urea
37,67,25,Red,Sugarcane,15,70,6,DAP
36,50,21,Loamy,Maize,73,82,36,14-35-14
40,62,23,Black,Cotton,58,48,72,20-20
34,74,27,Sandy,Sugarcane,75,24,56,17-17-17
29,62,70,Sandy,Maize,41,10,66,10-26-26
34,50,30,Black,Rice,75,1,24,DAP
21,53,52,Red,Rice,89,61,56,17-17-17
34,65,47,Clay,Cotton,18,72,69,DAP
38,44,28,Sandy,Cotton,63,75,49,14-35-14
22,80,14,Black,Groundnut,44,29,79,14-35-14
30,58,29,Sandy,Sugarcane,100,70,35,20-20
36,42,63,Sandy,Rice,7,27,91,Urea
31,38,42,Sandy,Wheat,11,18,10,Urea
22,68,57,Black,Wheat,75,3,78,DAP
32,43,14,Clay,Groundnut,18,43,80,DAP
30,42,31,Red,Sugarcane,74,43,22,17-17-17
39,78,65,Clay,Pulses,4,43,27,DAP
40,73,10,Sandy,Rice,7,46,69,Urea
26,59,51,Red,Sugarcane,47,70,7,28-28
27,58,42,Sandy,Maize,25,12,1,10-26-26
37,51,49,Loamy,Groundnut,75,72,66,14-35-14
21,41,42,Clay,Maize,70,7,49,10-26-26
21,40,11,Clay,Pulses,61,51,65,14-35-14
30,51,26,Red,Pulses,89,64,0,28-28
20,66,42,Red,Rice,27,96,65,14-35-14
33,56,70,Sandy,Groundnut,6,25,61,DAP
24,70,58,Loamy,Maize,29,7,40,10-26-26
27,40,47,Red,Pulses,88,28,55,17-17-17
23,38,63,Clay,Sugarcane,35,71,92,20-20
34,68,40,Clay,Groundnut,35,32,72,20-20
27,72,57,Black,Wheat,50,41,0,28-28
27,62,46,Black,Cotton,54,18,83,14-35-14
29,47,29,Clay,Pulses,90,41,4,28-28
31,80,51,Red,Maize,57,53,16,14-35-14
26,65,18,Sandy,Maize,47,60,73,14-35-14
32,71,45,Red,Sugarcane,35,5,97,10-26-26
20,79,40,Loamy,Rice,0,38,7,Urea
30,74,65,Loamy,Pulses,25,80,53,20-20
21,56,57,Black,Sugarcane,46,55,79,17-17-17
25,38,49,Loamy,Groundnut,58,46,15,14-35-14
25,68,57,Sandy,Cotton,35,99,67,20-20
32,34,67,Red,Cotton,50,15,49,17-17-17
34,71,42,Black,Cotton,4,64,31,DAP
32,54,44,Sandy,Rice,66,49,63,20-20
38,78,23,Black,Sugarcane,19,44,5,DAP
22,61,42,Loamy,Rice,28,46,66,20-20
36,32,67,Loamy,Pulses,77,59,13,20-20
21,33,23,Clay,Cotton,24,77,9,28-28
32,68,44,Black,Wheat,96,36,90,14-35-14
35,32,25,Sandy,Groundnut,12,52,9,DAP
32,74,24,Black,Groundnut,97,41,79,20-20
38,78,60,Sandy,Groundnut,61,79,93,20-20
34,31,65,Loamy,Pulses,20,40,38,14-35-14
37,60,43,Clay,Groundnut,16,33,58,DAP
31,44,33,Sandy,Pulses,78,30,80,20-20
20,70,63,Sandy,Pulses,18,10,96,DAP
20,42,65,Red,Sugarcane,34,48,18,14-35-14
32,65,46,Loamy,Groundnut,0,28,72,DAP
38,42,38,Red,Maize,71,60,6,28-28
29,46,19,Loamy,Maize,76,2,100,10-26-26
26,32,48,Clay,Sugarcane,26,68,43,17-17-17
28,52,68,Red,Sugarcane,47,77,77,17-17-17
37,77,58,Black,Wheat,10,83,73,Urea
21,72,62,Sandy,Rice,12,1,77,Urea
35,59,44,Sandy,Rice,51,70,39,17-17-17
23,78,46,Sandy,Sugarcane,12,48,55,DAP
37,36,28,Sandy,Rice,51,100,3,28-28
34,72,52,Sandy,Maize,51,76,57,14-35-14
34,50,24,Clay,Rice,71,25,11,14-35-14
24,72,19,Clay,Rice,2,5,99,Urea
30,62,51,Black,Rice,59,37,78,14-35-14
28,36,52,Loamy,Cotton,98,67,47,14-35-14
29,45,62,Black,Sugarcane,45,98,88,14-35-14
39,38,33,Loamy,Pulses,10,64,46,DAP
36,74,39,Black,Cotton,53,97,32,20-20
20,49,62,Sandy,Cotton,12,65,86,DAP
20,38,67,Black,Wheat,45,53,41,14-35-14
22,75,42,Red,Cotton,4,41,35,DAP
26,62,31,Sandy,Maize,27,29,52,14-35-14
25,75,28,Loamy,Pulses,52,88,20,14-35-14
23,76,50,Red,Sugarcane,42,83,41,14-35-14
39,75,43,Sandy,Pulses,90,38,49,14-35-14
27,80,44,Loamy,Wheat,74,83,72,17-17-17
21,49,58,Clay,Sugarcane,15,22,31,DAP
37,72,35,Loamy,Groundnut,20,48,52,14-35-14
33,68,10,Sandy,Rice,65,69,63,14-35-14
26,46,50,Red,Wheat,27,31,39,17-17-17
39,75,69,Black,Sugarcane,6,67,86,DAP
28,34,12,Black,Maize,94,60,29,17-17-17
34,35,36,Loamy,Pulses,58,86,71,17-17-17
21,52,25,Loamy,Pulses,5,34,7,DAP
38,73,62,Red,Wheat,53,18,39,14-35-14
37,75,48,Loamy,Groundnut,58,62,51,17-17-17
25,55,24,Red,Rice,50,24,49,20-20
27,35,43,Clay,Pulses,50,100,78,20-20
26,39,13,Red,Sugarcane,30,0,85,10-26-26
40,50,15,Clay,Cotton,16,16,77,DAP
25,51,43,Sandy,Sugarcane,70,21,47,14-35-14
32,67,63,Loamy,Pulses,42,8,88,10-26-26
32,34,16,Black,Groundnut,57,98,84,17-17-17
20,53,29,Black,Pulses,13,25,58,DAP
20,69,59,Clay,Maize,96,93,78,14-35-14
32,54,17,Sandy,Rice,70,51,30,14-35-14
29,34,39,Loamy,Cotton,66,76,64,20-20
33,33,21,Red,Pulses,22,82,21,17-17-17
23,47,40,Sandy,Sugarcane,72,65,48,17-17-17
38,34,53,Black,Pulses,17,38,37,DAP
32,45,35,Loamy,Groundnut,42,9,8,10-26-26
34,71,32,Sandy,Cotton,4,66,66,DAP
31,80,50,Loamy,Pulses,86,96,7,28-28
24,57,51,Black,Pulses,22,6,40,10-26-26
31,55,28,Sandy,Sugarcane,69,40,98,17-17-17
26,55,20,Black,Groundnut,22,51,42,14-35-14
33,33,61,Sandy,Pulses,87,95,90,20-20
20,76,49,Loamy,Groundnut,18,32,72,DAP
40,63,53,Loamy,Maize,64,56,46,20-20
39,50,70,Sandy,Pulses,17,48,42,DAP
38,63,35,Clay,Wheat,67,94,3,28-28
40,64,12,Loamy,Cotton,6,32,92,DAP
33,48,12,Clay,Maize,87,70,25,17-17-17
30,57,26,Black,Cotton,58,9,54,10-26-26
37,69,12,Sandy,Wheat,96,88,66,14-35-14
34,50,13,Black,Maize,87,34,91,14-35-14
35,44,49,Red,Wheat,1,18,59,Urea
21,65,62,Sandy,Wheat,51,65,87,17-17-17
36,71,46,Sandy,Groundnut,17,76,44,DAP
32,40,28,Black,Sugarcane,39,82,16,20-20
26,52,33,Loamy,Pulses,19,14,96,DAP
37,49,50,Clay,Cotton,60,45,62,20-20
32,57,69,Loamy,Wheat,8,71,78,Urea
36,42,51,Loamy,Rice,94,4,67,DAP
38,42,60,Black,Sugarcane,69,95,67,14-35-14
36,56,33,Loamy,Pulses,94,36,13,17-17-17
38,75,31,Clay,Sugarcane,97,61,94,17-17-17
28,48,55,Red,Cotton,23,48,89,14-35-14
33,57,70,Red,Groundnut,82,39,3,28-28
30,62,22,Black,Wheat,78,74,97,17-17-17
20,45,13,Black,Rice,34,38,47,20-20
36,71,55,Sandy,Rice,83,69,28,17-17-17
40,50,61,Sandy,Groundnut,10,35,83,DAP
38,40,69,Sandy,Cotton,58,93,17,17-17-17
36,49,15,Red,Cotton,16,6,48,DAP
32,69,17,Red,Cotton,97,10,77,10-26-26
35,40,12,Black,Pulses,18,80,27,DAP
26,55,12,Loamy,Groundnut,26,73,85,14-35-14
28,70,42,Black,Pulses,86,72,62,17-17-17
26,55,51,Clay,Groundnut,39,2,15,10-26-26
38,39,16,Sandy,Rice,3,44,63,Urea
33,55,12,Loamy,Cotton,2,12,0,DAP
33,63,36,Loamy,Wheat,15,78,57,Urea
38,79,69,Loamy,Sugarcane,82,28,71,14-35-14
32,68,11,Black,Maize,63,86,60,17-17-17
25,31,39,Sandy,Groundnut,70,88,55,20-20
24,41,21,Loamy,Pulses,35,71,64,14-35-14
39,70,61,Red,Maize,68,56,54,14-35-14
29,65,51,Loamy,Wheat,10,9,49,Urea
39,77,35,Loamy,Pulses,66,65,54,14-35-14
26,57,62,Black,Cotton,9,69,15,DAP
34,33,68,Red,Pulses,24,8,78,10-26-26
20,44,14,Clay,Maize,31,39,24,17-17-17
40,34,70,Clay,Wheat,33,9,13,DAP
28,43,56,Loamy,Maize,66,41,26,20-20
32,40,69,Black,Wheat,32,36,47,14-35-14
23,79,31,Clay,Wheat,15,50,35,Urea
30,80,21,Clay,Rice,29,69,61,20-20
33,45,22,Clay,Pulses,0,69,31,DAP
27,61,17,Loamy,Pulses,88,46,74,17-17-17
32,38,64,Sandy,Sugarcane,32,71,59,17-17-17
20,69,70,Loamy,Maize,25,65,75,17-17-17
36,72,43,Black,Wheat,17,62,3,Urea
35,75,49,Black,Sugarcane,18,5,1,DAP
30,55,24,Red,Wheat,21,88,42,20-20
22,80,48,Red,Pulses,12,10,57,DAP
24,50,26,Black,Cotton,80,100,54,17-17-17
33,33,61,Loamy,Rice,20,34,16,20-20
40,79,12,Sandy,Maize,71,38,74,17-17-17
24,30,17,Sandy,Groundnut,44,73,78,20-20
28,79,63,Clay,Cotton,15,52,60,DAP
27,55,49,Sandy,Cotton,93,67,23,17-17-17
26,39,51,Loamy,Maize,67,100,17,17-17-17
34,66,62,Sandy,Maize,13,42,36,Urea
34,40,58,Black,Sugarcane,100,6,20,10-26-26
28,37,14,Red,Cotton,14,4,68,DAP
25,72,12,Red,Sugarcane,37,9,38,10-26-26
33,80,23,Loamy,Rice,76,77,40,17-17-17
28,60,21,Clay,Maize,41,68,64,17-17-17
34,39,23,Black,Wheat,0,89,21,Urea
36,51,21,Clay,Sugarcane,55,44,60,17-17-17
22,75,41,Clay,Sugarcane,22,46,10,17-17-17
26,37,67,Red,Rice,60,16,35,20-20
21,37,29,Sandy,Groundnut,45,62,19,20-20
34,61,12,Clay,Sugarcane,79,3,35,10-26-26
20,42,33,Black,Maize,72,97,23,20-20
35,46,32,Loamy,Cotton,55,86,22,17-17-17
28,80,14,Sandy,Rice,66,84,82,14-35-14
28,40,15,Loamy,Groundnut,45,42,47,20-20
27,72,51,Red,Sugarcane,2,60,14,DAP
34,62,39,Loamy,Cotton,70,93,56,14-35-14
33,50,13,Clay,Rice,36,59,41,20-20
26,72,11,Loamy,Cotton,90,18,58,20-20
29,54,17,Black,Groundnut,95,17,0,28-28
32,63,21,Sandy,Cotton,34,26,96,17-17-17
40,33,61,Clay,Pulses,8,81,31,DAP
21,46,29,Red,Cotton,72,23,84,14-35-14
24,38,69,Sandy,Sugarcane,76,78,31,14-35-14
27,39,56,Black,Maize,1,78,9,Urea
35,53,12,Red,Sugarcane,57,80,97,17-17-17
22,58,55,Sandy,Wheat,77,81,95,20-20
27,40,20,Clay,Pulses,35,37,23,20-20
32,79,28,Black,Sugarcane,40,13,72,10-26-26
20,36,50,Red,Cotton,72,67,37,14-35-14
37,49,67,Red,Sugarcane,80,20,76,17-17-17
28,34,45,Black,Sugarcane,20,14,37,10-26-26
40,66,41,Loamy,Rice,43,56,93,17-17-17
31,54,69,Clay,Wheat,55,49,70,14-35-14
28,30,69,Loamy,Groundnut,89,37,55,14-35-14
35,36,13,Clay,Groundnut,67,19,30,14-35-14
33,57,44,Clay,Sugarcane,20,28,75,20-20
32,76,30,Black,Cotton,72,66,52,20-20
23,34,21,Black,Groundnut,94,63,65,14-35-14
33,73,31,Clay,Maize,56,10,92,10-26-26
28,40,20,Black,Maize,46,63,100,14-35-14
35,54,31,Clay,Wheat,53,88,19,14-35-14
24,71,57,Loamy,Sugarcane,85,72,51,17-17-17
40,63,52,Loamy,Pulses,21,81,27,20-20
27,45,52,Red,Rice,82,44,5,28-28
32,62,41,Black,Rice,58,37,23,17-17-17
22,57,25,Loamy,Rice,65,73,71,20-20
39,74,65,Loamy,Pulses,91,46,0,28-28
32,69,25,Clay,Pulses,81,0,81,10-26-26
36,54,32,Red,Rice,51,88,21,14-35-14
28,66,66,Red,Sugarcane,10,93,56,DAP
29,50,14,Sandy,Groundnut,64,88,9,28-28
37,65,57,Loamy,Rice,17,35,91,Urea
30,51,51,Sandy,Pulses,58,33,70,20-20
32,48,67,Red,Rice,23,66,53,20-20
29,58,17,Black,Sugarcane,92,33,99,17-17-17
21,52,60,Black,Sugarcane,3,57,68,DAP
30,66,65,Sandy,Sugarcane,24,98,7,28-28
27,45,19,Loamy,Groundnut,43,61,92,14-35-14
30,59,54,Black,Wheat,10,91,55,Urea
20,45,26,Sandy,Maize,27,26,25,17-17-17
37,49,33,Black,Cotton,23,63,70,14-35-14
20,75,50,Clay,Maize,74,46,60,14-35-14
28,64,56,Sandy,Pulses,42,19,75,14-35-14
21,73,26,Loamy,Rice,53,97,91,20-20
20,40,47,Red,Cotton,100,76,88,20-20
34,70,19,Sandy,Pulses,11,52,100,DAP
36,57,53,Red,Cotton,70,14,64,10-26-26
31,80,46,Loamy,Wheat,95,68,41,14-35-14
24,36,61,Sandy,Maize,89,71,3,28-28
27,32,70,Black,Rice,11,94,50,Urea
22,79,37,Red,Rice,55,96,12,20-20
40,67,34,Red,Maize,7,63,38,Urea
35,32,44,Red,Rice,64,55,93,20-20
29,73,51,Red,Cotton,44,80,91,14-35-14
34,79,52,Black,Pulses,49,94,24,17-17-17
29,51,37,Sandy,Cotton,58,80,59,17-17-17
28,76,40,Loamy,Sugarcane,26,46,3,28-28
39,72,70,Red,Pulses,51,9,14,10-26-26
35,70,31,Black,Pulses,83,49,0,28-28
23,75,60,Red,Groundnut,72,22,30,20-20
22,79,29,Sandy,Maize,62,45,90,14-35-14
29,47,51,Red,Sugarcane,90,81,80,17-17-17
26,80,19,Black,Maize,30,2,22,10-26-26
36,66,54,Black,Groundnut,14,95,7,DAP
27,69,34,Red,Sugarcane,50,79,91,17-17-17
28,51,20,Loamy,Maize,23,23,45,17-17-17
22,36,16,Loamy,Rice,73,87,36,20-20
30,44,45,Red,Maize,8,61,10,Urea
30,45,67,Loamy,Sugarcane,75,39,54,20-20
24,61,32,Loamy,Maize,24,76,93,17-17-17
22,72,55,Clay,Pulses,18,70,77,DAP
23,74,60,Sandy,Pulses,54,70,14,17-17-17
32,52,30,Sandy,Pulses,71,82,64,20-20
26,60,19,Red,Sugarcane,82,37,60,14-35-14
28,44,17,Red,Groundnut,99,60,8,28-28
33,44,46,Clay,Groundnut,84,13,43,10-26-26
36,39,67,Clay,Cotton,39,51,96,14-35-14
20,77,33,Black,Cotton,82,82,97,20-20
21,55,10,Sandy,Sugarcane,94,21,85,14-35-14
39,53,38,Loamy,Pulses,10,87,41,DAP
33,65,61,Loamy,Maize,1,69,88,Urea
21,59,21,Red,Pulses,41,19,64,20-20
31,71,68,Clay,Pulses,54,5,25,10-26-26
28,75,47,Red,Cotton,11,17,78,DAP
23,52,34,Black,Pulses,75,61,53,17-17-17
32,61,16,Red,Pulses,69,88,3,28-28
29,44,56,Loamy,Maize,34,69,99,20-20
29,62,35,Loamy,Groundnut,45,38,71,17-17-17
37,52,68,Clay,Pulses,43,59,72,14-35-14
28,49,34,Sandy,Pulses,33,15,27,14-35-14
23,79,61,Loamy,Wheat,74,42,47,20-20
36,32,62,Sandy,Maize,81,84,1,28-28
30,41,24,Sandy,Groundnut,2,71,64,DAP
21,48,45,Clay,Maize,58,3,39,10-26-26
21,43,45,Black,Rice,7,32,24,Urea
21,69,21,Sandy,Rice,64,16,3,28-28
21,50,27,Clay,Cotton,61,85,43,20-20
40,44,12,Black,Pulses,1,50,90,DAP
24,31,66,Sandy,Groundnut,6,34,85,DAP
33,74,42,Clay,Wheat,2,11,86,Urea
31,53,33,Sandy,Maize,60,95,14,20-20
40,77,69,Clay,Sugarcane,9,37,34,DAP
21,76,41,Red,Wheat,88,29,73,14-35-14
32,59,59,Black,Groundnut,5,74,56,DAP
37,63,58,Red,Rice,68,12,58,DAP
33,71,29,Red,Sugarcane,25,93,24,20-20
22,51,41,Sandy,Sugarcane,87,14,62,10-26-26
31,66,33,Red,Groundnut,56,30,29,20-20
22,72,54,Red,Sugarcane,23,32,4,28-28
28,69,35,Loamy,Groundnut,34,63,66,17-17-17
38,55,44,Loamy,Maize,41,36,80,14-35-14
24,68,29,Sandy,Pulses,83,12,42,10-26-26
22,54,28,Red,Wheat,68,71,76,20-20
25,41,66,Clay,Pulses,37,58,67,14-35-14
28,79,18,Sandy,Sugarcane,34,58,25,17-17-17
24,65,49,Clay,Groundnut,37,0,89,10-26-26
38,30,64,Red,Maize,47,7,13,10-26-26
23,44,22,Clay,Groundnut,100,56,69,17-17-17
36,56,44,Sandy,Pulses,11,54,83,DAP
32,36,15,Black,Groundnut,62,7,94,10-26-26
26,30,23,Clay,Rice,88,99,27,20-20
40,51,48,Black,Sugarcane,10,54,16,DAP
25,73,40,Loamy,Maize,77,25,56,17-17-17
34,60,52,Sandy,Maize,6,87,3,Urea
20,34,29,Loamy,Rice,95,85,49,17-17-17
23,71,18,Black,Sugarcane,82,97,9,28-28
23,52,56,Red,Wheat,97,0,72,DAP
28,36,22,Red,Rice,20,47,90,17-17-17
38,60,49,Loamy,Wheat,59,54,86,14-35-14
34,73,10,Clay,Pulses,10,78,31,DAP
21,54,23,Sandy,Rice,19,9,99,Urea
39,48,28,Loamy,Maize,10,82,93,Urea
35,40,39,Clay,Sugarcane,49,56,60,20-20
32,55,13,Sandy,Rice,0,98,16,Urea
23,64,67,Clay,Groundnut,27,60,82,14-35-14
35,58,47,Red,Sugarcane,76,32,15,20-20
20,64,26,Sandy,Wheat,30,91,27,14-35-14
22,50,12,Red,Wheat,16,30,88,Urea
40,33,23,Red,Maize,91,45,63,20-20
24,72,47,Loamy,Groundnut,37,21,52,17-17-17
22,69,24,Clay,Maize,52,15,30,17-17-17
37,65,64,Clay,Groundnut,99,84,37,17-17-17
23,30,55,Clay,Groundnut,85,88,92,20-20
23,31,50,Sandy,Maize,17,19,12,Urea
37,53,15,Sandy,Rice,32,60,98,17-17-17
22,50,17,Loamy,Groundnut,10,23,79,DAP
24,70,11,Loamy,Rice,10,8,27,Urea
37,38,19,Sandy,Maize,45,85,68,17-17-17
20,41,26,Sandy,Sugarcane,55,22,38,20-20
29,67,55,Clay,Pulses,32,87,38,20-20
21,60,46,Red,Cotton,54,40,26,20-20
22,61,16,Sandy,Rice,6,49,47,Urea
31,65,39,Clay,Wheat,100,67,52,20-20
24,59,16,Black,Cotton,39,22,52,14-35-14
36,38,54,Loamy,Sugarcane,26,77,77,14-35-14
20,35,45,Sandy,Rice,3,69,76,Urea
25,49,42,Clay,Wheat,93,50,84,14-35-14
26,55,46,Clay,Maize,34,74,31,17-17-17
30,37,35,Loamy,Rice,94,3,83,DAP
31,70,47,Loamy,Groundnut,24,91,2,28-28
23,80,36,Red,Maize,78,83,82,17-17-17
23,41,50,Loamy,Maize,0,24,60,Urea
30,41,51,Red,Pulses,51,99,36,14-35-14
20,48,63,Clay,Pulses,13,26,39,DAP
32,31,61,Loamy,Maize,77,83,29,14-35-14
34,59,28,Black,Groundnut,88,32,85,14-35-14
37,72,68,Red,Cotton,31,10,6,10-26-26
38,79,67,Loamy,Maize,17,46,67,Urea
24,74,12,Loamy,Cotton,6,22,92,DAP
39,63,57,Clay,Pulses,91,57,33,17-17-17
36,63,38,Black,Cotton,69,42,58,14-35-14
21,45,58,Sandy,Cotton,38,54,47,20-20
27,47,55,Red,Sugarcane,33,36,98,20-20
20,32,12,Loamy,Pulses,99,97,33,17-17-17
38,44,11,Clay,Cotton,77,95,65,14-35-14
26,54,69,Black,Pulses,47,57,44,20-20
29,65,39,Red,Pulses,70,8,30,10-26-26
26,57,20,Black,Sugarcane,82,74,64,17-17-17
26,69,42,Loamy,Pulses,99,82,68,20-20
24,66,63,Sandy,Maize,21,31,77,17-17-17
27,72,27,Black,Rice,29,34,99,20-20
31,38,10,Black,Cotton,54,9,51,10-26-26
23,44,41,Clay,Maize,13,2,96,Urea
21,78,64,Black,Cotton,37,43,2,28-28
25,50,19,Sandy,Maize,69,74,36,17-17-17
32,42,39,Sandy,Pulses,27,24,4,28-28
24,73,41,Loamy,Sugarcane,5,63,74,DAP
25,58,19,Loamy,Pulses,95,84,59,20-20
26,58,19,Sandy,Cotton,43,22,87,17-17-17
22,39,19,Red,Groundnut,54,2,51,10-26-26
25,66,56,Black,Cotton,74,61,58,14-35-14
26,43,35,Sandy,Pulses,5,57,73,DAP
40,52,31,Red,Pulses,76,14,34,10-26-26
35,31,12,Red,Maize,42,8,68,10-26-26
25,40,24,Clay,Pulses,13,96,25,DAP
24,32,11,Black,Cotton,87,59,77,17-17-17
33,67,50,Loamy,Wheat,93,70,32,20-20
32,64,46,Clay,Maize,83,50,27,14-35-14
33,48,59,Sandy,Maize,48,72,45,20-20
23,31,55,Clay,Sugarcane,28,98,45,14-35-14
35,50,13,Red,Groundnut,43,44,78,14-35-14
38,33,15,Loamy,Sugarcane,19,67,38,DAP
34,66,10,Sandy,Groundnut,74,28,38,17-17-17
28,38,19,Black,Cotton,63,54,42,14-35-14
24,37,13,Sandy,Maize,25,61,1,28-28
36,79,37,Red,Cotton,89,73,59,17-17-17
35,63,24,Loamy,Sugarcane,38,13,46,10-26-26
24,57,20,Sandy,Wheat,71,95,17,14-35-14
25,76,11,Red,Groundnut,37,0,88,10-26-26
29,48,22,Sandy,Wheat,47,43,1,28-28
40,39,52,Black,Rice,58,58,13,20-20
34,67,13,Sandy,Rice,93,47,76,20-20
20,56,35,Black,Pulses,72,58,34,14-35-14
38,53,64,Sandy,Maize,8,12,11,Urea
38,60,30,Black,Groundnut,4,67,24,DAP
30,55,18,Sandy,Cotton,54,65,93,17-17-17
